",",020605,Áncash Carhuaz Ataquero
",",020606,Áncash Carhuaz Marcará 
",",020608,Áncash Carhuaz San Miguel de Aco
",",020609,Áncash Carhuaz Shilla
",",020610,Áncash Carhuaz Tinco
",",020611,Áncash Carhuaz Yungar
",",020701,Áncash Carlos Fermín Fitzcarrald San Luis
",",020702,Áncash Carlos Fermín Fitzcarrald San Nicolás 
",",020703,Áncash Carlos Fermín Fitzcarrald Yauya
",",020801,Áncash Casma Casma
",",020802,Áncash Casma Buena Vista Alta
",",020803,Áncash Casma Comandante Noel
",",020804,Áncash Casma Yaután 
",",020901,Áncash Corongo Corongo
",",020904,Áncash Corongo Cusca
",",020906,Áncash Corongo Yanac
",",020907,Áncash Corongo Yupán
",",021001,Áncash Huari Huari
",",021002,Áncash Huari Anra
",",021003,Áncash Huari Cajay
",",021004,Áncash Huari Chavín de Huantar
",",021005,Áncash Huari Huacachi
",",021007,Áncash Huari Huachis
",",021008,Áncash Huari Huántar
",",021009,Áncash Huari Masin
",",021011,Áncash Huari Ponto
",",021012,Áncash Huari Rahuapampa
",",021013,Áncash Huari Rapayán
",",021014,Áncash Huari San Marcos
",",021015,Áncash Huari San Pedro de Chana
",",021101,Áncash Huarmey Huarmey
",",021103,Áncash Huarmey Culebras
",",021105,Áncash Huarmey Malvas
",",021201,Áncash Huaylas Caraz
",",021203,Áncash Huaylas Huata
",",021204,Áncash Huaylas Huaylas
",",021205,Áncash Huaylas Mato
",",021206,Áncash Huaylas Pamparomas
",",021207,Áncash Huaylas Pueblo Libre
",",021208,Áncash Huaylas Santa Cruz
",",021209,Áncash Huaylas Santo Toribio
",",021210,Áncash Huaylas Yuracmarca
",",021301,Áncash Mariscal Luzuriaga Piscobamba
",",021302,Áncash Mariscal Luzuriaga Casca
",",021303,Áncash Mariscal Luzuriaga Eleazar Guzmán Barrón 
",",021304,Áncash Mariscal Luzuriaga Fidel Olivas Escudero
",",021305,Áncash Mariscal Luzuriaga Llama
",",021306,Áncash Mariscal Luzuriaga Llumpa
",",021307,Áncash Mariscal Luzuriaga Lucma
",",021308,Áncash Mariscal Luzuriaga Musga
",",021501,Áncash Pallasca Cabana
",",021502,Áncash Pallasca Bolognesi
",",021503,Áncash Pallasca Conchucos
",",021504,Áncash Pallasca Huacaschuque
",",021505,Áncash Pallasca Huandoval
",",021506,Áncash Pallasca Lacabamba
",",021507,Áncash Pallasca Llapo
",",021508,Áncash Pallasca Pallasca
",",021509,Áncash Pallasca Pampas
",",021511,Áncash Pallasca Tauca
",",021601,Áncash Pomabamba Pomabamba
",",021602,Áncash Pomabamba Huayllán
",",021603,Áncash Pomabamba Parobamba
",",021604,Áncash Pomabamba Quinuabamba
",",021701,Áncash Recuay Recuay
",",021702,Áncash Recuay Cátac 
",",021704,Áncash Recuay Huayllapampa
",",021707,Áncash Recuay Pampas Chico
",",021710,Áncash Recuay Ticapampa
",",021801,Áncash Santa Chimbote
",",021802,Áncash Santa Cáceres del Perú
",",021803,Áncash Santa Coishco
",",021804,Áncash Santa Macate
",",021805,Áncash Santa Moro
",",021806,Áncash Santa Nepeña
",",021807,Áncash Santa Samanco
",",021808,Áncash Santa Santa
",",021809,Áncash Santa Nuevo Chimbote
",",021901,Áncash Sihuas Sihuas
",",021902,Áncash Sihuas Acobamba
",",021903,Áncash Sihuas Alfonso Ugarte
",",021904,Áncash Sihuas Cashapampa
",",021905,Áncash Sihuas Chingalpo
",",021906,Áncash Sihuas Huayllabamba
",",021907,Áncash Sihuas Quiches
",",021908,Áncash Sihuas Ragash
",",021909,Áncash Sihuas San Juan
",",021910,Áncash Sihuas Sicsibamba
",",022001,Áncash Yungay Yungay
",",022002,Áncash Yungay Cascapara
",",022003,Áncash Yungay Mancos
",",022004,Áncash Yungay Matacoto
",",022005,Áncash Yungay Quillo
",",022006,Áncash Yungay Ranrahirca
",",022007,Áncash Yungay Shupluy
",",022008,Áncash Yungay Yanama
",",030101,Apurímac Abancay Abancay
",",030102,Apurímac Abancay Chacoche
",",030103,Apurímac Abancay Circa
",",030104,Apurímac Abancay Curahuasi
",",030105,Apurímac Abancay Huanipaca
",",030106,Apurímac Abancay Lambrama
",",030107,Apurímac Abancay Pichirhua
",",030108,Apurímac Abancay San Pedro de Cachora
",",030109,Apurímac Abancay Tamburco
",",030201,Apurímac Andahuaylas Andahuaylas
",",030202,Apurímac Andahuaylas Andarapa
",",030203,Apurímac Andahuaylas Chiara
",",030204,Apurímac Andahuaylas Huancarama
",",030205,Apurímac Andahuaylas Huancaray
",",030206,Apurímac Andahuaylas Huayana
",",030207,Apurímac Andahuaylas Kishuara
",",030208,Apurímac Andahuaylas Pacobamba
",",030209,Apurímac Andahuaylas Pacucha
",",030210,Apurímac Andahuaylas Pampachiri
",",030211,Apurímac Andahuaylas Pomacocha
",",030212,Apurímac Andahuaylas San Antonio de Cachi
",",030213,Apurímac Andahuaylas San Jerónimo
",",030214,Apurímac Andahuaylas San Miguel de Chaccrampa
",",030215,Apurímac Andahuaylas Santa María de Chicmo
",",030216,Apurímac Andahuaylas Talavera
",",030217,Apurímac Andahuaylas Tumay Huaraca
",",030218,Apurímac Andahuaylas Turpo
",",030219,Apurímac Andahuaylas Kaquiabamba
",",030301,Apurímac Antabamba Antabamba
",",030303,Apurímac Antabamba Huaquirca
",",030304,Apurímac Antabamba Juan Espinoza Medrano
",",030306,Apurímac Antabamba Pachaconas
",",030401,Apurímac Aymaraes Chalhuanca
",",030402,Apurímac Aymaraes Capaya
",",030403,Apurímac Aymaraes Caraybamba
",",030404,Apurímac Aymaraes Chapimarca
",",030406,Apurímac Aymaraes Cotaruse
",",030407,Apurímac Aymaraes Huayllo
",",030413,Apurímac Aymaraes Soraya
",",030415,Apurímac Aymaraes Tintay
",",030417,Apurímac Aymaraes Yanaca
",",030501,Apurímac Cotabambas Tambobamba
",",030502,Apurímac Cotabambas Cotabambas
",",030503,Apurímac Cotabambas Coyllurqui
",",030504,Apurímac Cotabambas Haquira
",",030505,Apurímac Cotabambas Mara
",",030506,Apurímac Cotabambas Challhuahuacho
",",030601,Apurímac Chincheros Chincheros
",",030602,Apurímac Chincheros Anco-Huallo
",",030603,Apurímac Chincheros Cocharcas
",",030604,Apurímac Chincheros Huaccana
",",030605,Apurímac Chincheros Ocobamba
",",030606,Apurímac Chincheros Ongoy
",",030607,Apurímac Chincheros Uranmarca
",",030608,Apurímac Chincheros Ranracancha
",",030701,Apurímac Grau Chuquibambilla
",",030702,Apurímac Grau Curpahuasi
",",030703,Apurímac Grau Gamarra
",",030704,Apurímac Grau Huayllati
",",030708,Apurímac Grau Progreso
",",030710,Apurímac Grau Santa Rosa
",",030712,Apurímac Grau Vilcabamba
",",030713,Apurímac Grau Virundo
",",030714,Apurímac Grau Curasco
",",040101,Arequipa Arequipa Arequipa
",",040102,Arequipa Arequipa Alto Selva Alegre
",",040103,Arequipa Arequipa Cayma
",",040104,Arequipa Arequipa Cerro Colorado
",",040105,Arequipa Arequipa Characato
",",040106,Arequipa Arequipa Chiguata
",",040107,Arequipa Arequipa Jacobo Hunter
",",040108,Arequipa Arequipa La Joya
",",040109,Arequipa Arequipa Mariano Melgar 
",",040110,Arequipa Arequipa Miraflores
",",040111,Arequipa Arequipa Mollebaya
",",040112,Arequipa Arequipa Paucarpata
",",040114,Arequipa Arequipa Polobaya
",",040115,Arequipa Arequipa Quequeña
",",040116,Arequipa Arequipa Sabandía 
",",040117,Arequipa Arequipa Sachaca
",",040118,Arequipa Arequipa San Juan de Diguas
",",040119,Arequipa Arequipa San Juan de Tarucani
",",040120,Arequipa Arequipa Santa Isabel de Siguas
",",040121,Arequipa Arequipa Santa Rita de Siguas
",",040122,Arequipa Arequipa Socabaya
",",040123,Arequipa Arequipa Tiabaya
",",040124,Arequipa Arequipa Uchumayo
",",040125,Arequipa Arequipa Vítor
",",040126,Arequipa Arequipa Yanahuara
",",040128,Arequipa Arequipa Yura
",",040129,Arequipa Arequipa José Luis Bustamante y Rivero 
",",040201,Arequipa Camaná Camaná
",",040202,Arequipa Camaná José María Químper
",",040206,Arequipa Camaná Ocoña
",",040208,Arequipa Camaná Samuel Pastor
",",040301,Arequipa Caraveli Caraveli
",",040302,Arequipa Caraveli Acari
",",040305,Arequipa Caraveli Bella Unión
",",040307,Arequipa Caraveli Chala
",",040309,Arequipa Caraveli Huanuhuanu
",",040401,Arequipa Castilla Aplao
",",040402,Arequipa Castilla Andagua
",",040404,Arequipa Castilla Chachas
",",040405,Arequipa Castilla Chilcaymarca
",",040407,Arequipa Castilla Huancarqui
",",040409,Arequipa Castilla Orcopampa
",",040410,Arequipa Castilla Pampacolca
",",040412,Arequipa Castilla Uñón
",",040413,Arequipa Castilla Uraca
",",40501,Arequipa Caylloma Chivay
",",040502,Arequipa Caylloma Achoma
",",040503,Arequipa Caylloma Cabanaconde
",",040504,Arequipa Caylloma Callalli
",",040505,Arequipa Caylloma Caylloma
",",040506,Arequipa Caylloma Coporaque
",",040507,Arequipa Caylloma Huambo
",",040509,Arequipa Caylloma Ichupampa
",",040511,Arequipa Caylloma Lluta
",",040514,Arequipa Caylloma San Antonio de Chuca
",",040517,Arequipa Caylloma Tisco
",",040519,Arequipa Caylloma Yanque
",",040520,Arequipa Caylloma Majes
",",040601,Arequipa Condesuyos Chuquibamba
",",040602,Arequipa Condesuyos Andaray
",",040603,Arequipa Condesuyos Cayarani
",",040607,Arequipa Condesuyos Salamanca
",",040608,Arequipa Condesuyos Yanaquihua
",",040701,Arequipa Islay Mollendo
",",040702,Arequipa Islay Cocachacra
",",040703,Arequipa Islay Dean Valdivia
",",040704,Arequipa Islay Islay
",",040705,Arequipa Islay Mejía
",",040706,Arequipa Islay Punta de Bombón 
",",040801,Arequipa La unión Cotahuasi
",",040802,Arequipa La unión Alca
",",040804,Arequipa La unión Huaynacotas
",",040806,Arequipa La unión Puyca
",",050101,Ayacucho Huamanga Ayacucho
",",050102,Ayacucho Huamanga Acocro
",",050103,Ayacucho Huamanga Acos Vinchos
",",050104,Ayacucho Huamanga Carmen Alto 
",",050105,Ayacucho Huamanga Chiara
",",050106,Ayacucho Huamanga Ocros
",",050107,Ayacucho Huamanga Pacaycasa
",",050108,Ayacucho Huamanga Quinua
",",050109,Ayacucho Huamanga San José de Ticllas
",",050110,Ayacucho Huamanga San Juan Bautista
",",050111,Ayacucho Huamanga Santiago de Pischa
",",050112,Ayacucho Huamanga Socos
",",050113,Ayacucho Huamanga Tambillo
",",050114,Ayacucho Huamanga Vinchos
",",050115,Ayacucho Huamanga Jesús Nazareno 
",",050201,Ayacucho Cangallo Cangallo
",",050202,Ayacucho Cangallo Chuschi
",",050203,Ayacucho Cangallo Los Morochucos
",",050204,Ayacucho Cangallo María Parado de Bellido
",",050205,Ayacucho Cangallo Paras
",",050206,Ayacucho Cangallo Totos
",",050301,Ayacucho Huanca Sancos Sancos
",",050302,Ayacucho Huanca Sancos Carapo
",",050303,Ayacucho Huanca Sancos Sacsamarca
",",050304,Ayacucho Huanca Sancos Santiago de Lucanamarca
",",050401,Ayacucho Huanta Huanta
",",050402,Ayacucho Huanta Ayahuanco
",",050403,Ayacucho Huanta Huamanguilla
",",050404,Ayacucho Huanta Iguain
",",050405,Ayacucho Huanta Luricocha
",",050406,Ayacucho Huanta Santillana
",",050407,Ayacucho Huanta Sivia
",",050408,Ayacucho Huanta Llochegua
",",050501,Ayacucho La Mar San Miguel
",",050502,Ayacucho La Mar Anco
",",050503,Ayacucho La Mar Ayna
",",050504,Ayacucho La Mar Chilcas
",",050505,Ayacucho La Mar Chungui
",",050507,Ayacucho La Mar Santa Rosa
",",050508,Ayacucho La Mar Tambo
",",050601,Ayacucho Lucanas Puquio
",",050602,Ayacucho Lucanas Aucará 
",",050606,Ayacucho Lucanas Chipao
",",050607,Ayacucho Lucanas Huac-huas
",",050608,Ayacucho Lucanas Laramate
",",050609,Ayacucho Lucanas Leoncio Prado
",",050611,Ayacucho Lucanas Lucanas
",",050612,Ayacucho Lucanas Ocaña
",",050613,Ayacucho Lucanas Otoca
",",050615,Ayacucho Lucanas San Cristóbal
",",050616,Ayacucho Lucanas San Juan
",",050617,Ayacucho Lucanas San Pedro
",",050618,Ayacucho Lucanas San Pedro de Palco
",",050620,Ayacucho Lucanas Santa Ana de Huaycahuacho
",",050621,Ayacucho Lucanas Santa Lucía 
",",050701,Ayacucho Parinacochas Coracora
",",050703,Ayacucho Parinacochas Coronel Castañeda
",",050705,Ayacucho Parinacochas Pullo
",",050707,Ayacucho Parinacochas San Francisco de Ravacayco
",",050708,Ayacucho Parinacochas Upahuacho
",",050806,Ayacucho Paucar del Sara Sara Oyolo
",",050901,Ayacucho Sucre Querobamba
",",050903,Ayacucho Sucre Chalcos
",",050904,Ayacucho Sucre Chilcayoc
",",050906,Ayacucho Sucre Morcolla
",",050907,Ayacucho Sucre Paico
",",050908,Ayacucho Sucre San Pedro de Larcay
",",050909,Ayacucho Sucre San Salvador de Quije
",",050910,Ayacucho Sucre Santiago de Paucaray
",",051001,Ayacucho Víctor Fajardo Huancapi
",",051004,Ayacucho Víctor Fajardo Asquipata
",",051005,Ayacucho Víctor Fajardo Canaria
",",051006,Ayacucho Víctor Fajardo Cayara
",",051008,Ayacucho Víctor Fajardo Huamanquiquia
",",051009,Ayacucho Víctor Fajardo Huancaraylla
",",051010,Ayacucho Víctor Fajardo Huaya
",",051011,Ayacucho Víctor Fajardo Sarhua
",",051012,Ayacucho Víctor Fajardo Vilcanchos
",",051101,Ayacucho Vilcas Huamán Vilcas Huaman
",",051102,Ayacucho Vilcas Huamán Accomarca
",",051103,Ayacucho Vilcas Huamán Carhuanca
",",051104,Ayacucho Vilcas Huamán Concepción 
",",051105,Ayacucho Vilcas Huamán Huambalpa
",",051106,Ayacucho Vilcas Huamán Independencia
",",051108,Ayacucho Vilcas Huamán Vischongo
",",060101,Cajamarca Cajamarca Cajamarca
",",060102,Cajamarca Cajamarca Asunción
",",060103,Cajamarca Cajamarca Chetilla
",",060104,Cajamarca Cajamarca Cospán
",",060105,Cajamarca Cajamarca Encañada
",",060106,Cajamarca Cajamarca Jesús
",",060107,Cajamarca Cajamarca Llacanora
",",060108,Cajamarca Cajamarca Los Baños del Inca
",",060109,Cajamarca Cajamarca Magdalena
",",060110,Cajamarca Cajamarca Matara
",",060111,Cajamarca Cajamarca Namora
",",060112,Cajamarca Cajamarca San Juan
",",060199,Cajamarca Cajamarca …
",",060201,Cajamarca Cajabamba Cajabamba
",",060202,Cajamarca Cajabamba Cachachi
",",060203,Cajamarca Cajabamba Condebamba
",",060204,Cajamarca Cajabamba Sitacocha
",",060301,Cajamarca Celendín Celendín
",",060302,Cajamarca Celendín Chumuch
",",060303,Cajamarca Celendín Cortegana
",",060304,Cajamarca Celendín Huasmin
",",060306,Cajamarca Celendín José Gálvez
",",060307,Cajamarca Celendín Miguel Iglesias
",",060308,Cajamarca Celendín Oxamarca
",",060309,Cajamarca Celendín Sorochuco
",",060310,Cajamarca Celendín Sucre
",",060311,Cajamarca Celendín Utco
",",060312,Cajamarca Celendín La Libertad de Pallán
",",060401,Cajamarca Chota Chota
",",060402,Cajamarca Chota Anguía
",",060403,Cajamarca Chota Chadín
",",060404,Cajamarca Chota Chiguirip
",",060405,Cajamarca Chota Chimban
",",060406,Cajamarca Chota Choropampa
",",060407,Cajamarca Chota Cochabamba
",",060408,Cajamarca Chota Conchán
",",060409,Cajamarca Chota Huambos
",",060410,Cajamarca Chota Lajas
",",060411,Cajamarca Chota Llama
",",060412,Cajamarca Chota Miracosta
",",060413,Cajamarca Chota Paccha
",",060414,Cajamarca Chota Pión
",",060415,Cajamarca Chota Querocoto
",",060416,Cajamarca Chota San Juan de Licupis
",",060417,Cajamarca Chota Tacabamba
",",060418,Cajamarca Chota Tocmoche
",",060419,Cajamarca Chota Chalamarca
",",060501,Cajamarca Contumazá Contumazá
",",060502,Cajamarca Contumazá Chilete
",",060504,Cajamarca Contumazá Guzmango
",",060505,Cajamarca Contumazá San Benito
",",060507,Cajamarca Contumazá Tantarica
",",060508,Cajamarca Contumazá Yonán
",",060601,Cajamarca Cutervo Cutervo
",",060602,Cajamarca Cutervo Callayuc
",",060603,Cajamarca Cutervo Choros
",",060604,Cajamarca Cutervo Cujillo
",",060605,Cajamarca Cutervo La Ramada
",",060606,Cajamarca Cutervo Pimpingos
",",060607,Cajamarca Cutervo Querocotillo
",",060608,Cajamarca Cutervo San Andrés de Cutervo 
",",060609,Cajamarca Cutervo San Juan de Cutervo
",",060610,Cajamarca Cutervo San Luis de Lucma
",",060611,Cajamarca Cutervo Santa Cruz
",",060612,Cajamarca Cutervo Santo Domingo de La Capilla
",",060613,Cajamarca Cutervo Santo Tomás
",",060614,Cajamarca Cutervo Sócota 
",",060615,Cajamarca Cutervo Toribio Casanova
",",060701,Cajamarca Hualgayoc Bambamarca
",",060702,Cajamarca Hualgayoc Chugur
",",060703,Cajamarca Hualgayoc Hualgayoc
",",060801,Cajamarca Jaén Jaén 
",",060802,Cajamarca Jaén Bellavista
",",060803,Cajamarca Jaén Chontali
",",060804,Cajamarca Jaén Colasay
",",060805,Cajamarca Jaén Huabal
",",060806,Cajamarca Jaén Las Pirias
",",060807,Cajamarca Jaén Pomahuaca
",",060808,Cajamarca Jaén Pucará
",",060809,Cajamarca Jaén Sallique
",",060810,Cajamarca Jaén San Felipe
",",060811,Cajamarca Jaén San José del Alto
",",060812,Cajamarca Jaén Santa Rosa
",",060901,Cajamarca San Ignacio San Ignacio
",",060902,Cajamarca San Ignacio Chirinos
",",060903,Cajamarca San Ignacio Huarango
",",060904,Cajamarca San Ignacio La Coipa
",",060905,Cajamarca San Ignacio Namballe
",",060906,Cajamarca San Ignacio San José de Lourdes 
",",060907,Cajamarca San Ignacio Tabaconas
",",061001,Cajamarca San Marcos Pedro Galvez
",",061002,Cajamarca San Marcos Chancay
",",061003,Cajamarca San Marcos Eduardo Villanueva
",",061004,Cajamarca San Marcos Gregorio Pita
",",061005,Cajamarca San Marcos Ichocán 
",",061006,Cajamarca San Marcos José Manuel Quiroz 
",",061007,Cajamarca San Marcos José Sabogal 
",",061101,Cajamarca San Miguel San Miguel
",",061103,Cajamarca San Miguel Calquis
",",061104,Cajamarca San Miguel Catilluc
",",061105,Cajamarca San Miguel El Prado
",",061106,Cajamarca San Miguel La Florida
",",061107,Cajamarca San Miguel Llapa
",",061108,Cajamarca San Miguel Nanchoc
",",061109,Cajamarca San Miguel Niepos
",",061111,Cajamarca San Miguel San Silvestre de Cochan
",",061112,Cajamarca San Miguel Tongod
",",061201,Cajamarca San Pablo San Pablo
",",061202,Cajamarca San Pablo San Bernardino
",",061203,Cajamarca San Pablo San Luis
",",061204,Cajamarca San Pablo Tumbadén 
",",061301,Cajamarca Santa Cruz Santa Cruz
",",061302,Cajamarca Santa Cruz Andabamba
",",061303,Cajamarca Santa Cruz Catache
",",061304,Cajamarca Santa Cruz Chancaybaños
",",061305,Cajamarca Santa Cruz La Esperanza
",",061307,Cajamarca Santa Cruz Pulán 
",",061308,Cajamarca Santa Cruz Saucepampa
",",061309,Cajamarca Santa Cruz Sexi
",",061310,Cajamarca Santa Cruz Uticyacu
",",061311,Cajamarca Santa Cruz Yauyucán
",",070101,Callao Prov. Const. del Callao Callao
",",070102,Callao Prov. Const. del Callao Bellavista
",",070103,Callao Prov. Const. del Callao Carmen de La Legua Reynoso 
",",070104,Callao Prov. Const. del Callao La Perla
",",070105,Callao Prov. Const. del Callao La Punta
",",070106,Callao Prov. Const. del Callao Ventanilla
",",070499,Callao … …
",",079999,Callao … …
",",080101,Cusco Cusco Cusco
",",080102,Cusco Cusco Ccorca
",",080103,Cusco Cusco Poroy
",",080104,Cusco Cusco San Jerónimo 
",",080105,Cusco Cusco San Sebastián 
",",080106,Cusco Cusco Santiago
",",080107,Cusco Cusco Saylla
",",080108,Cusco Cusco Wanchaq
",",080201,Cusco Acomayo Acomayo
",",080202,Cusco Acomayo Acopia
",",080203,Cusco Acomayo Acos
",",080204,Cusco Acomayo Mosoc llacta
",",080205,Cusco Acomayo Pomacanchi
",",080206,Cusco Acomayo Rondocán 
",",080207,Cusco Acomayo Sangarará
",",080301,Cusco Anta Anta
",",080302,Cusco Anta Ancahuasi
",",080304,Cusco Anta Chinchaypujio
",",080305,Cusco Anta Huarocondo
",",080306,Cusco Anta Limatambo
",",080307,Cusco Anta Mollepata
",",080308,Cusco Anta Pucyura
",",080309,Cusco Anta Zurite
",",080401,Cusco Calca Calca
",",080402,Cusco Calca Coya
",",080403,Cusco Calca Lamay
",",080404,Cusco Calca Lares
",",080405,Cusco Calca Písac
",",080406,Cusco Calca San Salvador
",",080407,Cusco Calca Taray
",",080408,Cusco Calca Yanatile
",",080501,Cusco Canas Yanaoca
",",080502,Cusco Canas Checca
",",080503,Cusco Canas Kunturkanki
",",080504,Cusco Canas Langui
",",080505,Cusco Canas Layo
",",080506,Cusco Canas Pampamarca
",",080507,Cusco Canas Quehue
",",080508,Cusco Canas Túpac Amaru
",",080601,Cusco Canchis Sicuani
",",080602,Cusco Canchis Checacupe
",",080603,Cusco Canchis Combapata
",",080604,Cusco Canchis Marangani
",",080605,Cusco Canchis Pitumarca
",",080606,Cusco Canchis San Pablo
",",080607,Cusco Canchis San Pedro
",",080608,Cusco Canchis Tinta
",",080701,Cusco Chumbivilcas Santo Tomás 
",",080702,Cusco Chumbivilcas Capacmarca
",",080703,Cusco Chumbivilcas Chamaca
",",080704,Cusco Chumbivilcas Colquemarca
",",080705,Cusco Chumbivilcas Livitaca
",",080706,Cusco Chumbivilcas Llusco
",",080707,Cusco Chumbivilcas Quiñota
",",080708,Cusco Chumbivilcas Velille
",",080801,Cusco Espinar Espinar
",",080802,Cusco Espinar Condoroma
",",080803,Cusco Espinar Coporaque
",",080804,Cusco Espinar Ocoruro
",",080805,Cusco Espinar Pallpata
",",080806,Cusco Espinar Pichigua
",",080807,Cusco Espinar Suyckutambo
",",080808,Cusco Espinar Alto Pichigua
",",80901,Cusco La Convención Santa Ana
",",080902,Cusco La Convención Echarate
",",080903,Cusco La Convención Huayopata
",",080904,Cusco La Convención Maranura
",",080905,Cusco La Convención Ocobamba
",",080906,Cusco La Convención Quellouno
",",080907,Cusco La Convención Kimbiri
",",080908,Cusco La Convención Santa Teresa
",",080909,Cusco La Convención Vilcabamba
",",080910,Cusco La Convención Pichari
",",081001,Cusco Paruro Paruro
",",081002,Cusco Paruro Accha
",",081003,Cusco Paruro Ccapi
",",081004,Cusco Paruro Colcha
",",081005,Cusco Paruro Huanoquite
",",081006,Cusco Paruro Omacha
",",081007,Cusco Paruro Paccaritambo
",",081008,Cusco Paruro Pillpinto
",",081009,Cusco Paruro Yaurisque
",",081101,Cusco Paucartambo Paucartambo
",",081102,Cusco Paucartambo Caicay
",",081103,Cusco Paucartambo Challabamba
",",081104,Cusco Paucartambo Colquepata
",",081105,Cusco Paucartambo Huancarani
",",081106,Cusco Paucartambo Kosñipata
",",081201,Cusco Quispicanchi Urcos
",",081202,Cusco Quispicanchi Andahuaylillas
",",081203,Cusco Quispicanchi Camanti
",",081204,Cusco Quispicanchi Carhuayo
",",081205,Cusco Quispicanchi Ccatca
",",081206,Cusco Quispicanchi Cusipata
",",081207,Cusco Quispicanchi Huaro
",",081208,Cusco Quispicanchi Lucre
",",081209,Cusco Quispicanchi Marcapata
",",081210,Cusco Quispicanchi Ocongate
",",081211,Cusco Quispicanchi Oropesa
",",081212,Cusco Quispicanchi Quiquijana
",",081301,Cusco Urubamba Urubamba
",",081302,Cusco Urubamba Chinchero
",",081304,Cusco Urubamba Machupicchu
",",081305,Cusco Urubamba Maras
",",081306,Cusco Urubamba Ollantaytambo
",",081307,Cusco Urubamba Yucay
",",090101,Huancavelica Huancavelica Huancavelica
